invoice_line_id,invoice_id,track_id,unit_price,quantity
228,42,1392,0.99,1
229,43,1394,0.99,1
230,43,1396,0.99,1
231,44,1398,0.99,1
232,44,1400,0.99,1
233,44,1402,0.99,1
234,44,1404,0.99,1
235,45,1408,0.99,1
236,45,1412,0.99,1
237,45,1416,0.99,1
238,45,1420,0.99,1
239,45,1424,0.99,1
240,45,1428,0.99,1
241,46,1434,0.99,1
242,46,1440,0.99,1
243,46,1446,0.99,1
244,46,1452,0.99,1
245,46,1458,0.99,1
246,46,1464,0.99,1
247,46,1470,0.99,1
248,46,1476,0.99,1
249,46,1482,0.99,1
250,47,1491,0.99,1
251,47,1500,0.99,1
252,47,1509,0.99,1
253,47,1518,0.99,1
254,47,1527,0.99,1
255,47,1536,0.99,1
256,47,1545,0.99,1
257,47,1554,0.99,1
258,47,1563,0.99,1
259,47,1572,0.99,1
260,47,1581,0.99,1
261,47,1590,0.99,1
262,47,1599,0.99,1
263,47,1608,0.99,1
264,48,1622,0.99,1
265,49,1623,0.99,1
266,49,1624,0.99,1
267,50,1626,0.99,1
268,50,1628,0.99,1
269,51,1630,0.99,1
270,51,1632,0.99,1
271,51,1634,0.99,1
272,51,1636,0.99,1
273,52,1640,0.99,1
274,52,1644,0.99,1
275,52,1648,0.99,1
276,52,1652,0.99,1
277,52,1656,0.99,1
278,52,1660,0.99,1
279,53,1666,0.99,1
280,53,1672,0.99,1
281,53,1678,0.99,1
282,53,1684,0.99,1
283,53,1690,0.99,1
284,53,1696,0.99,1
285,53,1702,0.99,1
286,53,1708,0.99,1
287,53,1714,0.99,1
288,54,1723,0.99,1
289,54,1732,0.99,1
290,54,1741,0.99,1
291,54,1750,0.99,1
292,54,1759,0.99,1
293,54,1768,0.99,1
294,54,1777,0.99,1
295,54,1786,0.99,1
296,54,1795,0.99,1
297,54,1804,0.99,1
298,54,1813,0.99,1
299,54,1822,0.99,1
300,54,1831,0.99,1
301,54,1840,0.99,1
302,55,1854,0.99,1
303,56,1855,0.99,1
304,56,1856,0.99,1
305,57,1858,0.99,1
306,57,1860,0.99,1
307,58,1862,0.99,1
308,58,1864,0.99,1
309,58,1866,0.99,1
310,58,1868,0.99,1
311,59,1872,0.99,1
312,59,1876,0.99,1
313,59,1880,0.99,1
314,59,1884,0.99,1
315,59,1888,0.99,1
316,59,1892,0.99,1
317,60,1898,0.99,1
318,60,1904,0.99,1
319,60,1910,0.99,1
320,60,1916,0.99,1
321,60,1922,0.99,1
322,60,1928,0.99,1
323,60,1934,0.99,1
324,60,1940,0.99,1
325,60,1946,0.99,1
326,61,1955,0.99,1
327,61,1964,0.99,1
328,61,1973,0.99,1
329,61,1982,0.99,1
330,61,1991,0.99,1
331,61,2000,0.99,1
332,61,2009,0.99,1
333,61,2018,0.99,1
334,61,2027,0.99,1
335,61,2036,0.99,1
336,61,2045,0.99,1
337,61,2054,0.99,1
338,61,2063,0.99,1
339,61,2072,0.99,1
340,62,2086,0.99,1
341,63,2087,0.99,1
342,63,2088,0.99,1
343,64,2090,0.99,1
344,64,2092,0.99,1
345,65,2094,0.99,1
346,65,2096,0.99,1
347,65,2098,0.99,1
348,65,2100,0.99,1
349,66,2104,0.99,1
350,66,2108,0.99,1
351,66,2112,0.99,1
352,66,2116,0.99,1
353,66,2120,0.99,1
354,66,2124,0.99,1
355,67,2130,0.99,1
356,67,2136,0.99,1
357,67,2142,0.99,1
358,67,2148,0.99,1
359,67,2154,0.99,1
360,67,2160,0.99,1
361,67,2166,0.99,1
362,67,2172,0.99,1
363,67,2178,0.99,1
364,68,2187,0.99,1
365,68,2196,0.99,1
366,68,2205,0.99,1
367,68,2214,0.99,1
368,68,2223,0.99,1
369,68,2232,0.99,1
370,68,2241,0.99,1
371,68,2250,0.99,1
372,68,2259,0.99,1
373,68,2268,0.99,1
374,68,2277,0.99,1
375,68,2286,0.99,1
376,68,2295,0.99,1
377,68,2304,0.99,1
378,69,2318,0.99,1
379,70,2319,0.99,1
380,70,2320,0.99,1
381,71,2322,0.99,1
382,71,2324,0.99,1
383,72,2326,0.99,1
384,72,2328,0.99,1
385,72,2330,0.99,1
386,72,2332,0.99,1
387,73,2336,0.99,1
388,73,2340,0.99,1
389,73,2344,0.99,1
390,73,2348,0.99,1
391,73,2352,0.99,1
392,73,2356,0.99,1
393,74,2362,0.99,1
394,74,2368,0.99,1
395,74,2374,0.99,1
396,74,2380,0.99,1
397,74,2386,0.99,1
398,74,2392,0.99,1
399,74,2398,0.99,1
400,74,2404,0.99,1
401,74,2410,0.99,1
402,75,2419,0.99,1
403,75,2428,0.99,1
404,75,2437,0.99,1
405,75,2446,0.99,1
406,75,2455,0.99,1
407,75,2464,0.99,1
408,75,2473,0.99,1
409,75,2482,0.99,1
410,75,2491,0.99,1
411,75,2500,0.99,1
412,75,2509,0.99,1
413,75,2518,0.99,1
414,75,2527,0.99,1
415,75,2536,0.99,1
416,76,2550,0.99,1
417,77,2551,0.99,1
418,77,2552,0.99,1
419,78,2554,0.99,1
420,78,2556,0.99,1
421,79,2558,0.99,1
422,79,2560,0.99,1
423,79,2562,0.99,1
424,79,2564,0.99,1
425,80,2568,0.99,1
426,80,2572,0.99,1
427,80,2576,0.99,1
428,80,2580,0.99,1
429,80,2584,0.99,1
430,80,2588,0.99,1
431,81,2594,0.99,1
432,81,2600,0.99,1
433,81,2606,0.99,1
434,81,2612,0.99,1
435,81,2618,0.99,1
436,81,2624,0.99,1
437,81,2630,0.99,1
438,81,2636,0.99,1
439,81,2642,0.99,1
440,82,2651,0.99,1
441,82,2660,0.99,1
442,82,2669,0.99,1
443,82,2678,0.99,1
444,82,2687,0.99,1
445,82,2696,0.99,1
446,82,2705,0.99,1
447,82,2714,0.99,1
448,82,2723,0.99,1
449,82,2732,0.99,1
450,82,2741,0.99,1
451,82,2750,0.99,1
452,82,2759,0.99,1
453,82,2768,0.99,1
454,83,2782,0.99,1
455,84,2783,0.99,1
456,84,2784,0.99,1
457,85,2786,0.99,1
458,85,2788,0.99,1
459,86,2790,0.99,1
460,86,2792,0.99,1
461,86,2794,0.99,1
462,86,2796,0.99,1
463,87,2800,0.99,1
464,87,2804,0.99,1
465,87,2808,0.99,1
466,87,2812,0.99,1
467,87,2816,0.99,1
468,87,2820,1.99,1
469,88,2826,1.99,1
470,88,2832,1.99,1
471,88,2838,1.99,1
472,88,2844,1.99,1
473,88,2850,1.99,1
474,88,2856,1.99,1
475,88,2862,1.99,1
476,88,2868,1.99,1
477,88,2874,1.99,1
478,89,2883,1.99,1
479,89,2892,1.99,1
480,89,2901,1.99,1
481,89,2910,1.99,1
482,89,2919,1.99,1
483,89,2928,0.99,1
484,89,2937,0.99,1
485,89,2946,0.99,1
486,89,2955,0.99,1
487,89,2964,0.99,1
488,89,2973,0.99,1
489,89,2982,0.99,1
490,89,2991,0.99,1
491,89,3000,0.99,1
492,90,3014,0.99,1
493,91,3015,0.99,1
494,91,3016,0.99,1
495,92,3018,0.99,1
496,92,3020,0.99,1
497,93,3022,0.99,1
498,93,3024,0.99,1
499,93,3026,0.99,1
500,93,3028,0.99,1
501,94,3032,0.99,1
502,94,3036,0.99,1
503,94,3040,0.99,1
504,94,3044,0.99,1
505,94,3048,0.99,1
506,94,3052,0.99,1
507,95,3058,0.99,1
508,95,3064,0.99,1
509,95,3070,0.99,1
510,95,3076,0.99,1
511,95,3082,0.99,1
512,95,3088,0.99,1
513,95,3094,0.99,1
514,95,3100,0.99,1
515,95,3106,0.99,1
516,96,3115,0.99,1
517,96,3124,0.99,1
518,96,3133,0.99,1
519,96,3142,0.99,1
520,96,3151,0.99,1
521,96,3160,0.99,1
522,96,3169,1.99,1
523,96,3178,1.99,1
524,96,3187,1.99,1
525,96,3196,1.99,1
526,96,3205,1.99,1
527,96,3214,1.99,1
528,96,3223,1.99,1
529,96,3232,1.99,1
530,97,3246,1.99,1
531,98,3247,1.99,1
532,98,3248,1.99,1
533,99,3250,1.99,1
534,99,3252,1.99,1
535,100,3254,0.99,1
536,100,3256,0.99,1
537,100,3258,0.99,1
538,100,3260,0.99,1
539,101,3264,0.99,1
540,101,3268,0.99,1
541,101,3272,0.99,1
542,101,3276,0.99,1
543,101,3280,0.99,1
544,101,3284,0.99,1
545,102,3290,0.99,1
546,102,3296,0.99,1
547,102,3302,0.99,1
548,102,3308,0.99,1
549,102,3314,0.99,1
550,102,3320,0.99,1
551,102,3326,0.99,1
552,102,3332,0.99,1
553,102,3338,1.99,1
554,103,3347,1.99,1
555,103,3356,0.99,1
556,103,3365,0.99,1
557,103,3374,0.99,1
558,103,3383,0.99,1
559,103,3392,0.99,1
560,103,3401,0.99,1
561,103,3410,0.99,1
562,103,3419,0.99,1
563,103,3428,1.99,1
564,103,3437,0.99,1
565,103,3446,0.99,1
566,103,3455,0.99,1
567,103,3464,0.99,1
568,104,3478,0.99,1
569,105,3479,0.99,1
570,105,3480,0.99,1
571,106,3482,0.99,1
572,106,3484,0.99,1
573,107,3486,0.99,1
574,107,3488,0.99,1
575,107,3490,0.99,1
576,107,3492,0.99,1
577,108,3496,0.99,1
578,108,3500,0.99,1
579,108,1,0.99,1
580,108,5,0.99,1
581,108,9,0.99,1
582,108,13,0.99,1
583,109,19,0.99,1
584,109,25,0.99,1
585,109,31,0.99,1
586,109,37,0.99,1
587,109,43,0.99,1
588,109,49,0.99,1
589,109,55,0.99,1
590,109,61,0.99,1
591,109,67,0.99,1
592,110,76,0.99,1
593,110,85,0.99,1
594,110,94,0.99,1
595,110,103,0.99,1
596,110,112,0.99,1
597,110,121,0.99,1
598,110,130,0.99,1
599,110,139,0.99,1
600,110,148,0.99,1
601,110,157,0.99,1
602,110,166,0.99,1
603,110,175,0.99,1
604,110,184,0.99,1
605,110,193,0.99,1
606,111,207,0.99,1
607,112,208,0.99,1
608,112,209,0.99,1
609,113,211,0.99,1
610,113,213,0.99,1
611,114,215,0.99,1
612,114,217,0.99,1
613,114,219,0.99,1
614,114,221,0.99,1
615,115,225,0.99,1
616,115,229,0.99,1
617,115,233,0.99,1
618,115,237,0.99,1
619,115,241,0.99,1
620,115,245,0.99,1
621,116,251,0.99,1
622,116,257,0.99,1
623,116,263,0.99,1
624,116,269,0.99,1
625,116,275,0.99,1
626,116,281,0.99,1
627,116,287,0.99,1
628,116,293,0.99,1
629,116,299,0.99,1
630,117,308,0.99,1
631,117,317,0.99,1
632,117,326,0.99,1
633,117,335,0.99,1
634,117,344,0.99,1
635,117,353,0.99,1
636,117,362,0.99,1
637,117,371,0.99,1
638,117,380,0.99,1
639,117,389,0.99,1
640,117,398,0.99,1
641,117,407,0.99,1
642,117,416,0.99,1
643,117,425,0.99,1
644,118,439,0.99,1
645,119,440,0.99,1
646,119,441,0.99,1
647,120,443,0.99,1
648,120,445,0.99,1
649,121,447,0.99,1
650,121,449,0.99,1
651,121,451,0.99,1
652,121,453,0.99,1
653,122,457,0.99,1
654,122,461,0.99,1
655,122,465,0.99,1
656,122,469,0.99,1
657,122,473,0.99,1
658,122,477,0.99,1
659,123,483,0.99,1
660,123,489,0.99,1
661,123,495,0.99,1
662,123,501,0.99,1
663,123,507,0.99,1
664,123,513,0.99,1
665,123,519,0.99,1
666,123,525,0.99,1
667,123,531,0.99,1
668,124,540,0.99,1
669,124,549,0.99,1
670,124,558,0.99,1
671,124,567,0.99,1
672,124,576,0.99,1
673,124,585,0.99,1
674,124,594,0.99,1
675,124,603,0.99,1
676,124,612,0.99,1
677,124,621,0.99,1
678,124,630,0.99,1
679,124,639,0.99,1
680,124,648,0.99,1
681,124,657,0.99,1
682,125,671,0.99,1
683,126,672,0.99,1
684,126,673,0.99,1
685,127,675,0.99,1
686,127,677,0.99,1
687,128,679,0.99,1
688,128,681,0.99,1
689,128,683,0.99,1
690,128,685,0.99,1
691,129,689,0.99,1
692,129,693,0.99,1
693,129,697,0.99,1
694,129,701,0.99,1
695,129,705,0.99,1
696,129,709,0.99,1
697,130,715,0.99,1
698,130,721,0.99,1
699,130,727,0.99,1
700,130,733,0.99,1
701,130,739,0.99,1
702,130,745,0.99,1
703,130,751,0.99,1
704,130,757,0.99,1
705,130,763,0.99,1
706,131,772,0.99,1
707,131,781,0.99,1
708,131,790,0.99,1
709,131,799,0.99,1
710,131,808,0.99,1
711,131,817,0.99,1
712,131,826,0.99,1
713,131,835,0.99,1
714,131,844,0.99,1
715,131,853,0.99,1
716,131,862,0.99,1
717,131,871,0.99,1
718,131,880,0.99,1
719,131,889,0.99,1
720,132,903,0.99,1
721,133,904,0.99,1
722,133,905,0.99,1
723,134,907,0.99,1
724,134,909,0.99,1
725,135,911,0.99,1
726,135,913,0.99,1
727,135,915,0.99,1
728,135,917,0.99,1
729,136,921,0.99,1
730,136,925,0.99,1
731,136,929,0.99,1
732,136,933,0.99,1
733,136,937,0.99,1
734,136,941,0.99,1
735,137,947,0.99,1
736,137,953,0.99,1
737,137,959,0.99,1
738,137,965,0.99,1
739,137,971,0.99,1
740,137,977,0.99,1
741,137,983,0.99,1
742,137,989,0.99,1
743,137,995,0.99,1
744,138,1004,0.99,1
745,138,1013,0.99,1
746,138,1022,0.99,1
747,138,1031,0.99,1
748,138,1040,0.99,1
749,138,1049,0.99,1
750,138,1058,0.99,1
751,138,1067,0.99,1
752,138,1076,0.99,1
753,138,1085,0.99,1
754,138,1094,0.99,1
755,138,1103,0.99,1
756,138,1112,0.99,1
757,138,1121,0.99,1
758,139,1135,0.99,1
759,140,1136,0.99,1
760,140,1137,0.99,1
761,141,1139,0.99,1
762,141,1141,0.99,1
763,142,1143,0.99,1
764,142,1145,0.99,1
765,142,1147,0.99,1
766,142,1149,0.99,1
767,143,1153,0.99,1
768,143,1157,0.99,1
769,143,1161,0.99,1
770,143,1165,0.99,1
771,143,1169,0.99,1
772,143,1173,0.99,1
773,144,1179,0.99,1
774,144,1185,0.99,1
775,144,1191,0.99,1
776,144,1197,0.99,1
777,144,1203,0.99,1
778,144,1209,0.99,1
779,144,1215,0.99,1
780,144,1221,0.99,1
781,144,1227,0.99,1
782,145,1236,0.99,1
783,145,1245,0.99,1
784,145,1254,0.99,1
785,145,1263,0.99,1
786,145,1272,0.99,1
787,145,1281,0.99,1
788,145,1290,0.99,1
789,145,1299,0.99,1
790,145,1308,0.99,1
791,145,1317,0.99,1
792,145,1326,0.99,1
793,145,1335,0.99,1
794,145,1344,0.99,1
795,145,1353,0.99,1
796,146,1367,0.99,1
797,147,1368,0.99,1
798,147,1369,0.99,1
799,148,1371,0.99,1
800,148,1373,0.99,1
801,149,1375,0.99,1
802,149,1377,0.99,1
803,149,1379,0.99,1
804,149,1381,0.99,1
805,150,1385,0.99,1
806,150,1389,0.99,1
807,150,1393,0.99,1
808,150,1397,0.99,1
809,150,1401,0.99,1
810,150,1405,0.99,1
811,151,1411,0.99,1
812,151,1417,0.99,1
813,151,1423,0.99,1
814,151,1429,0.99,1
815,151,1435,0.99,1
816,151,1441,0.99,1
817,151,1447,0.99,1
818,151,1453,0.99,1
819,151,1459,0.99,1
820,152,1468,0.99,1
821,152,1477,0.99,1
822,152,1486,0.99,1
823,152,1495,0.99,1
824,152,1504,0.99,1
825,152,1513,0.99,1
826,152,1522,0.99,1
827,152,1531,0.99,1
828,152,1540,0.99,1
829,152,1549,0.99,1
830,152,1558,0.99,1
831,152,1567,0.99,1
832,152,1576,0.99,1
833,152,1585,0.99,1
834,153,1599,0.99,1
835,154,1600,0.99,1
836,154,1601,0.99,1
837,155,1603,0.99,1
838,155,1605,0.99,1
839,156,1607,0.99,1
840,156,1609,0.99,1
841,156,1611,0.99,1
842,156,1613,0.99,1
843,157,1617,0.99,1
844,157,1621,0.99,1
845,157,1625,0.99,1
846,157,1629,0.99,1
847,157,1633,0.99,1
848,157,1637,0.99,1
849,158,1643,0.99,1
850,158,1649,0.99,1
851,158,1655,0.99,1
852,158,1661,0.99,1
853,158,1667,0.99,1
854,158,1673,0.99,1
855,158,1679,0.99,1
856,158,1685,0.99,1
857,158,1691,0.99,1
858,159,1700,0.99,1
859,159,1709,0.99,1
860,159,1718,0.99,1
861,159,1727,0.99,1
862,159,1736,0.99,1
863,159,1745,0.99,1
864,159,1754,0.99,1
865,159,1763,0.99,1
866,159,1772,0.99,1
867,159,1781,0.99,1
868,159,1790,0.99,1
869,159,1799,0.99,1
870,159,1808,0.99,1
871,159,1817,0.99,1
872,160,1831,0.99,1
873,161,1832,0.99,1
874,161,1833,0.99,1
875,162,1835,0.99,1
876,162,1837,0.99,1
877,163,1839,0.99,1
878,163,1841,0.99,1
879,163,1843,0.99,1
880,163,1845,0.99,1
881,164,1849,0.99,1
882,164,1853,0.99,1
883,164,1857,0.99,1
884,164,1861,0.99,1
885,164,1865,0.99,1
886,164,1869,0.99,1
887,165,1875,0.99,1
888,165,1881,0.99,1
889,165,1887,0.99,1
890,165,1893,0.99,1
891,165,1899,0.99,1
892,165,1905,0.99,1
893,165,1911,0.99,1
894,165,1917,0.99,1
895,165,1923,0.99,1
896,166,1932,0.99,1
897,166,1941,0.99,1
898,166,1950,0.99,1
899,166,1959,0.99,1
900,166,1968,0.99,1
901,166,1977,0.99,1
902,166,1986,0.99,1
903,166,1995,0.99,1
904,166,2004,0.99,1
905,166,2013,0.99,1
906,166,2022,0.99,1
907,166,2031,0.99,1
908,166,2040,0.99,1
909,166,2049,0.99,1
910,167,2063,0.99,1
911,168,2064,0.99,1
912,168,2065,0.99,1
913,169,2067,0.99,1
914,169,2069,0.99,1
915,170,2071,0.99,1
916,170,2073,0.99,1
917,170,2075,0.99,1
918,170,2077,0.99,1
919,171,2081,0.99,1
920,171,2085,0.99,1
921,171,2089,0.99,1
922,171,2093,0.99,1
923,171,2097,0.99,1
924,171,2101,0.99,1
925,172,2107,0.99,1
926,172,2113,0.99,1
927,172,2119,0.99,1
928,172,2125,0.99,1
929,172,2131,0.99,1
930,172,2137,0.99,1
931,172,2143,0.99,1
932,172,2149,0.99,1
933,172,2155,0.99,1
934,173,2164,0.99,1
935,173,2173,0.99,1
936,173,2182,0.99,1
937,173,2191,0.99,1
938,173,2200,0.99,1
939,173,2209,0.99,1
940,173,2218,0.99,1
941,173,2227,0.99,1
942,173,2236,0.99,1
943,173,2245,0.99,1
944,173,2254,0.99,1
945,173,2263,0.99,1
946,173,2272,0.99,1
947,173,2281,0.99,1
948,174,2295,0.99,1
949,175,2296,0.99,1
950,175,2297,0.99,1
951,176,2299,0.99,1
952,176,2301,0.99,1
953,177,2303,0.99,1
954,177,2305,0.99,1
955,177,2307,0.99,1
956,177,2309,0.99,1
957,178,2313,0.99,1
958,178,2317,0.99,1
959,178,2321,0.99,1
960,178,2325,0.99,1
961,178,2329,0.99,1
962,178,2333,0.99,1
963,179,2339,0.99,1
964,179,2345,0.99,1
965,179,2351,0.99,1
966,179,2357,0.99,1
967,179,2363,0.99,1
968,179,2369,0.99,1
969,179,2375,0.99,1
970,179,2381,0.99,1
971,179,2387,0.99,1
972,180,2396,0.99,1
973,180,2405,0.99,1
974,180,2414,0.99,1
975,180,2423,0.99,1
976,180,2432,0.99,1
977,180,2441,0.99,1
978,180,2450,0.99,1
979,180,2459,0.99,1
980,180,2468,0.99,1
981,180,2477,0.99,1
982,180,2486,0.99,1
983,180,2495,0.99,1
984,180,2504,0.99,1
985,180,2513,0.99,1
986,181,2527,0.99,1
987,182,2528,0.99,1
988,182,2529,0.99,1
989,183,2531,0.99,1
990,183,2533,0.99,1
991,184,2535,0.99,1
992,184,2537,0.99,1
993,184,2539,0.99,1
994,184,2541,0.99,1
995,185,2545,0.99,1
996,185,2549,0.99,1
997,185,2553,0.99,1
998,185,2557,0.99,1
999,185,2561,0.99,1
1000,185,2565,0.99,1
1001,186,2571,0.99,1
1002,186,2577,0.99,1
1003,186,2583,0.99,1
1004,186,2589,0.99,1
1005,186,2595,0.99,1
1006,186,2601,0.99,1
1007,186,2607,0.99,1
1008,186,2613,0.99,1
1009,186,2619,0.99,1
1010,187,2628,0.99,1
1011,187,2637,0.99,1
1012,187,2646,0.99,1
1013,187,2655,0.99,1
1014,187,2664,0.99,1
1015,187,2673,0.99,1
1016,187,2682,0.99,1
1017,187,2691,0.99,1
1018,187,2700,0.99,1
1019,187,2709,0.99,1
1020,187,2718,0.99,1
1021,187,2727,0.99,1
1022,187,2736,0.99,1
1023,187,2745,0.99,1
1024,188,2759,0.99,1
1025,189,2760,0.99,1
1026,189,2761,0.99,1
1027,190,2763,0.99,1
1028,190,2765,0.99,1
1029,191,2767,0.99,1
1030,191,2769,0.99,1
1031,191,2771,0.99,1
1032,191,2773,0.99,1
1033,192,2777,0.99,1
1034,192,2781,0.99,1
1035,192,2785,0.99,1
1036,192,2789,0.99,1
1037,192,2793,0.99,1
1038,192,2797,0.99,1
1039,193,2803,0.99,1
1040,193,2809,0.99,1
1041,193,2815,0.99,1
1042,193,2821,1.99,1
1043,193,2827,1.99,1
1044,193,2833,1.99,1
1045,193,2839,1.99,1
1046,193,2845,1.99,1
1047,193,2851,1.99,1
1048,194,2860,1.99,1
1049,194,2869,1.99,1
1050,194,2878,1.99,1
1051,194,2887,1.99,1
1052,194,2896,1.99,1
1053,194,2905,1.99,1
1054,194,2914,1.99,1
1055,194,2923,1.99,1
1056,194,2932,0.99,1
1057,194,2941,0.99,1
1058,194,2950,0.99,1
1059,194,2959,0.99,1
1060,194,2968,0.99,1
1061,194,2977,0.99,1
1062,195,2991,0.99,1
1063,196,2992,0.99,1
1064,196,2993,0.99,1
1065,197,2995,0.99,1
1066,197,2997,0.99,1
1067,198,2999,0.99,1
1068,198,3001,0.99,1
1069,198,3003,0.99,1
1070,198,3005,0.99,1
1071,199,3009,0.99,1
1072,199,3013,0.99,1
1073,199,3017,0.99,1
1074,199,3021,0.99,1
1075,199,3025,0.99,1
1076,199,3029,0.99,1
1077,200,3035,0.99,1
1078,200,3041,0.99,1
1079,200,3047,0.99,1
1080,200,3053,0.99,1
1081,200,3059,0.99,1
1082,200,3065,0.99,1
1083,200,3071,0.99,1
1084,200,3077,0.99,1
1085,200,3083,0.99,1
1086,201,3092,0.99,1
1087,201,3101,0.99,1
1088,201,3110,0.99,1
1089,201,3119,0.99,1
1090,201,3128,0.99,1
1091,201,3137,0.99,1
